assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
70615028,42697,Sapajus robustus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CEBIDAE,Sapajus,robustus,,,,"(Kuhl, 1820)",Endangered,A2cd+4cd,3.1,Decreasing,Global
70615251,4074,Sapajus xanthosternos,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CEBIDAE,Sapajus,xanthosternos,,,,"(Wied-Neuwied, 1826)",Critically Endangered,A2cd,3.1,Decreasing,Global
81769233,39380,Negaprion brevirostris,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Negaprion,brevirostris,,,,"(Poey, 1868)",Near Threatened,,3.1,Unknown,Global
85993475,57753,Chiasmocleis lacrimae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Chiasmocleis,lacrimae,,,,"Peloso, Sturaro, Forlani, Gaucher, Motta &amp; Wheeler, 2014",Endangered,B2ab(iii),3.1,Decreasing,Global
87695615,6926,Lycalopex vetulus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,CANIDAE,Lycalopex,vetulus,,,,"Lund, 1842",Near Threatened,C1,3.1,Decreasing,Global
88135664,4819,Chrysocyon brachyurus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,CANIDAE,Chrysocyon,brachyurus,,,,"(Illiger, 1815)",Near Threatened,,3.1,Unknown,Global
92754472,22678073,Rhea americana,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,RHEIDAE,Rhea,americana,,,,"(Linnaeus, 1758)",Near Threatened,A2cd+3cd+4cd,3.1,Decreasing,Global
92761333,22678213,Crypturellus duidae,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Crypturellus,duidae,,,,"Zimmer, 1938",Near Threatened,A3c,3.1,Decreasing,Global
92761578,22678217,Crypturellus noctivagus,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Crypturellus,noctivagus,,,,"(Wied, 1820)",Near Threatened,A2cd+3cd+4cd,3.1,Decreasing,Global
92761821,22678220,Crypturellus atrocapillus,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Crypturellus,atrocapillus,,,,"(Tschudi, 1844)",Near Threatened,A3c,3.1,Unknown,Global
92771975,22678392,Penelope pileata,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Penelope,pileata,,,,"Wagler, 1830",Vulnerable,A3c,3.1,Decreasing,Global
92772232,22678395,Penelope ochrogaster,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Penelope,ochrogaster,,,,"Pelzeln, 1870",Vulnerable,"B1ab(i,ii,iii,iv,v);C2a(i);D1",3.1,Decreasing,Global
92772529,22678398,Penelope jacucaca,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Penelope,jacucaca,,,,"Spix, 1825",Vulnerable,A2cd+3cd+4cd,3.1,Decreasing,Global
92775236,22678464,Mitu tomentosum,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Mitu,tomentosum,,,,"(Spix, 1825)",Near Threatened,A3c,3.1,Decreasing,Global
92777326,22678534,Crax alector,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Crax,alector,,,,"Linnaeus, 1766",Vulnerable,A3c,3.1,Decreasing,Global
92777596,22678537,Crax globulosa,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Crax,globulosa,,,,"Spix, 1825",Endangered,A2d+3d+4d;C2a(i),3.1,Decreasing,Global
92777952,22678544,Crax blumenbachii,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Crax,blumenbachii,,,,"Spix, 1825",Endangered,"B1ab(i,ii,iii,v);C2a(i);D",3.1,Decreasing,Global
92821959,22679630,Odontophorus gujanensis,ANIMALIA,CHORDATA,GALLIFORMES,AVES,ODONTOPHORIDAE,Odontophorus,gujanensis,,,,"(Gmelin, 1789)",Near Threatened,A3c,3.1,Decreasing,Global
92837649,22679987,Neochen jubata,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Neochen,jubata,,,,"(Spix, 1825)",Near Threatened,A2cd+3cd+4cd,3.1,Decreasing,Global
92874382,22680723,Picumnus spilogaster,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Picumnus,spilogaster,,,,"Sundevall, 1866",Vulnerable,A3c,3.1,Decreasing,Global
92875297,22680736,Picumnus varzeae,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Picumnus,varzeae,,,,"Snethlage, 1912",Endangered,A3c,3.1,Stable,Global
92876435,22680759,Picumnus fulvescens,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Picumnus,fulvescens,,,,"Stager, 1962",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
92876921,22680765,Picumnus nebulosus,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Picumnus,nebulosus,,,,"Sundevall, 1866",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
92902924,22681360,Celeus galeatus,ANIMALIA,CHORDATA,PICIFORMES,AVES,PICIDAE,Celeus,galeatus,,,,"(Temminck, 1822)",Vulnerable,A2c+3c+4c; C2a(i),3.1,Decreasing,Global
92925988,22681917,Capito dayi,ANIMALIA,CHORDATA,PICIFORMES,AVES,CAPITONIDAE,Capito,dayi,,,,"Cherrie, 1916",Vulnerable,A3c,3.1,Decreasing,Global
92929297,22682044,Pteroglossus bailloni,ANIMALIA,CHORDATA,PICIFORMES,AVES,RAMPHASTIDAE,Pteroglossus,bailloni,,,,"(Vieillot, 1819)",Near Threatened,A2cd+3cd+4cd,3.1,Decreasing,Global
92932045,22682153,Ramphastos tucanus,ANIMALIA,CHORDATA,PICIFORMES,AVES,RAMPHASTIDAE,Ramphastos,tucanus,,,,"Linnaeus, 1758",Vulnerable,A4cd,3.1,Decreasing,Global
93077457,22685516,Anodorhynchus hyacinthinus,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Anodorhynchus,hyacinthinus,,,,"(Latham, 1790)",Vulnerable,A2cd; C2a(ii),3.1,Decreasing,Global
93081612,22685606,Primolius maracana,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Primolius,maracana,,,,"(Vieillot, 1816)",Near Threatened,A2cd+3cd+4cd; C1,3.1,Decreasing,Global
93084117,22685710,Aratinga auricapillus,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Aratinga,auricapillus,,,,"(Kuhl, 1820)",Near Threatened,C2a(i),3.1,Decreasing,Global
93087500,22685783,Pyrrhura cruentata,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Pyrrhura,cruentata,,,,"(Wied, 1820)",Vulnerable,"A2cd+3cd+4cd;B1ab(i,ii,iii,v);C2a(i)",3.1,Decreasing,Global
93087810,22685790,Pyrrhura devillei,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Pyrrhura,devillei,,,,"(Massena & Souancé, 1854)",Near Threatened,A2c+3c,3.1,Stable,Global
93088273,22685797,Pyrrhura lepida,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Pyrrhura,lepida,,,,"(Wagler, 1832)",Vulnerable,A3c,3.1,Decreasing,Global
93088518,22685812,Pyrrhura perlata,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Pyrrhura,perlata,,,,"(Spix, 1824)",Vulnerable,A3c,3.1,Stable,Global
93089721,22685857,Pyrrhura rupicola,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Pyrrhura,rupicola,,,,"(Tschudi, 1844)",Near Threatened,A3c,3.1,Decreasing,Global
93095911,22686000,Nannopsittaca dachilleae,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Nannopsittaca,dachilleae,,,,"O'Neil, Munn & Franke, 1991",Near Threatened,C2a(ii),3.1,Decreasing,Global
93097352,22686037,Touit melanonotus,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Touit,melanonotus,,,,"(Wied, 1820)",Vulnerable,C2a(i),3.1,Decreasing,Global
93097618,22686054,Touit surdus,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Touit,surdus,,,,"(Kuhl, 1820)",Vulnerable,A2c+3c+4c;C2a(i),3.1,Decreasing,Global
93098992,22686116,Pyrilia barrabandi,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Pyrilia,barrabandi,,,,"(Kuhl, 1820)",Near Threatened,A3c,3.1,Stable,Global
93099560,22686136,Pyrilia caica,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Pyrilia,caica,,,,"(Latham, 1790)",Near Threatened,A3c,3.1,Stable,Global
93099817,22686145,Pyrilia vulturina,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Pyrilia,vulturina,,,,"(Kuhl, 1820)",Vulnerable,A3c,3.1,Decreasing,Global
93104759,22686251,Amazona pretrei,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Amazona,pretrei,,,,"(Temminck, 1830)",Vulnerable,A2cd+3cd+4cd,3.1,Decreasing,Global
93105789,22686282,Amazona dufresniana,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Amazona,dufresniana,,,,"(Shaw, 1812)",Near Threatened,A2cd+3cd+4cd;C1,3.1,Decreasing,Global
93106694,22686311,Alipiopsitta xanthops,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Alipiopsitta,xanthops,,,,"(Spix, 1824)",Near Threatened,A2cd+3cd+4cd,3.1,Decreasing,Global
93108989,22686363,Amazona kawalli,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Amazona,kawalli,,,,"Grantsau & Camargo, 1989",Near Threatened,A3c,3.1,Stable,Global
93110897,22686419,Triclaria malachitacea,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Triclaria,malachitacea,,,,"(Spix, 1824)",Near Threatened,A2cd+3cd+4cd,3.1,Decreasing,Global
93136080,22687022,Ramphodon naevius,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Ramphodon,naevius,,,,"(Dumont, 1818)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
93136327,22687026,Glaucis dohrnii,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Glaucis,dohrnii,,,,"(Bourcier & Mulsant, 1852)",Endangered,"B1ab(ii,iii,iv,v);C2a(i)",3.1,Decreasing,Global
93144200,22687187,Lophornis gouldii,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Lophornis,gouldii,,,,"(Lesson, 1833)",Vulnerable,A3c,3.1,Unknown,Global
93218248,22689100,Strix hylophila,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Strix,hylophila,,,,"Temminck, 1825",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
93259206,22690056,Eleothreptus anomalus,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,CAPRIMULGIDAE,Eleothreptus,anomalus,,,,"(Gould, 1838)",Near Threatened,A2c+3c+4c;C1,3.1,Decreasing,Global
93269904,22690328,Patagioenas subvinacea,ANIMALIA,CHORDATA,COLUMBIFORMES,AVES,COLUMBIDAE,Patagioenas,subvinacea,,,,"(Lawrence, 1868)",Vulnerable,A3c,3.1,Decreasing,Global
93351150,22692374,Laterallus xenopterus,ANIMALIA,CHORDATA,GRUIFORMES,AVES,RALLIDAE,Laterallus,xenopterus,,,,"Conover, 1934",Vulnerable,C2a(i),3.1,Decreasing,Global
93364465,22692687,Porzana spiloptera,ANIMALIA,CHORDATA,GRUIFORMES,AVES,RALLIDAE,Porzana,spiloptera,,,,"Durnford, 1877",Vulnerable,C2a(i),3.1,Decreasing,Global
93400702,22693373,Calidris pusilla,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,pusilla,,,,"(Linnaeus, 1766)",Near Threatened,A2bcd,3.1,Decreasing,Global
93510396,22695453,Accipiter poliogaster,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Accipiter,poliogaster,,,,"(Temminck, 1824)",Near Threatened,A3c,3.1,Increasing,Global
93527446,22695763,Buteogallus lacernulatus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteogallus,lacernulatus,,,,"(Temminck, 1827)",Vulnerable,C2a(i),3.1,Decreasing,Global
93528498,22695795,Pseudastur polionotus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Pseudastur,polionotus,,,,"(Kaup, 1847)",Near Threatened,A2c+3c+4c; C2a(i),3.1,Decreasing,Global
93530845,22695855,Buteogallus coronatus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Buteogallus,coronatus,,,,"(Vieillot, 1817)",Endangered,C2a(i),3.1,Decreasing,Global
93548774,22696197,Spizaetus ornatus,ANIMALIA,CHORDATA,ACCIPITRIFORMES,AVES,ACCIPITRIDAE,Spizaetus,ornatus,,,,"(Daudin, 1800)",Near Threatened,A3c,3.1,Decreasing,Global
93569126,22696516,Falco deiroleucus,ANIMALIA,CHORDATA,FALCONIFORMES,AVES,FALCONIDAE,Falco,deiroleucus,,,,"Temminck, 1825",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
93602031,22697200,Agamia agami,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,ARDEIDAE,Agamia,agami,,,,"(Gmelin, 1789)",Vulnerable,A3c,3.1,Unknown,Global
93606335,22697291,Zebrilus undulatus,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,ARDEIDAE,Zebrilus,undulatus,,,,"(Gmelin, 1789)",Near Threatened,A3c,3.1,Decreasing,Global
93611749,22697387,Phoenicoparrus andinus,ANIMALIA,CHORDATA,PHOENICOPTERIFORMES,AVES,PHOENICOPTERIDAE,Phoenicoparrus,andinus,,,,"Philippi, 1854",Vulnerable,A2acd+4acd,3.1,Stable,Global
93708004,22698907,Hemitriccus orbitatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Hemitriccus,orbitatus,,,,"(Wied, 1831)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
93710615,22698964,Hemitriccus furcatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Hemitriccus,furcatus,,,,"(Lafresnaye, 1846)",Vulnerable,"A2c+3c+4c;B1ab(i,ii,iii,v);C2a(i)",3.1,Decreasing,Global
93715006,22699100,Phyllomyias griseocapilla,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Phyllomyias,griseocapilla,,,,"Sclater, 1861",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
93722423,22699268,Elaenia ridleyana,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Elaenia,ridleyana,,,,"Sharpe, 1888",Vulnerable,D1,3.1,Stable,Global
93730862,22699420,Polystictus pectoralis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Polystictus,pectoralis,,,,"(Vieillot, 1817)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
93734325,22699494,Phylloscartes roquettei,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Phylloscartes,roquettei,,,,"Snethlage, 1928",Endangered,A2c+3c+4c,3.1,Decreasing,Global
93734642,22699497,Phylloscartes paulista,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Phylloscartes,paulista,,,,"Ihering & Ihering, 1907",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
93734913,22699509,Phylloscartes oustaleti,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Phylloscartes,oustaleti,,,,"(Sclater, 1887)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
93735186,22699512,Phylloscartes difficilis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Phylloscartes,difficilis,,,,"(Ihering & Ihering, 1907)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
93768087,22700303,Alectrurus risora,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Alectrurus,risora,,,,"(Vieillot, 1824)",Vulnerable,A2c+3c+4c,3.1,Decreasing,Global
93793678,22700721,Lipaugus conditus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,COTINGIDAE,Lipaugus,conditus,,,,"(Snow, 1980)",Vulnerable,D1,3.1,Stable,Global
93793939,22700725,Carpornis cucullata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,COTINGIDAE,Carpornis,cucullata,,,,"(Swainson, 1821)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
93798415,22700818,Iodopleura pipra,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TITYRIDAE,Iodopleura,pipra,,,,"(Lesson, 1831)",Endangered,C2a(i),3.1,Decreasing,Global
93800536,22700862,Lipaugus lanioides,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,COTINGIDAE,Lipaugus,lanioides,,,,"(Lesson, 1844)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
93802939,22700897,Xipholena lamellipennis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,COTINGIDAE,Xipholena,lamellipennis,,,,"(Lafresnaye, 1839)",Near Threatened,A3c,3.1,Stable,Global
93807001,22700968,Procnias nudicollis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,COTINGIDAE,Procnias,nudicollis,,,,"(Vieillot, 1817)",Vulnerable,A2cd+3cd+4cd,3.1,Decreasing,Global
93810290,22701033,Lepidothrix iris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PIPRIDAE,Lepidothrix,iris,,,,"Schinz, 1851",Vulnerable,A3c,3.1,Decreasing,Global
93810502,22701040,Lepidothrix vilasboasi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PIPRIDAE,Lepidothrix,vilasboasi,,,,"Sick, 1959",Vulnerable,C2a(ii),3.1,Decreasing,Global
93816866,22701188,Neopelma aurifrons,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PIPRIDAE,Neopelma,aurifrons,,,,"(Wied, 1831)",Vulnerable,"B1ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
93817514,22701205,Piprites pileata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TYRANNIDAE,Piprites,pileata,,,,"(Temminck, 1822)",Vulnerable,C2a(i),3.1,Decreasing,Global
93822641,22701302,Thamnophilus nigrocinereus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Thamnophilus,nigrocinereus,,,,"Sclater, 1855",Near Threatened,A3c,3.1,Decreasing,Global
93822881,22701306,Thamnophilus cryptoleucus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Thamnophilus,cryptoleucus,,,,"(Ménégaux & Hellmayr, 1906)",Near Threatened,A3c,3.1,Decreasing,Global
93826918,22701375,Dysithamnus stictothorax,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Dysithamnus,stictothorax,,,,"(Temminck, 1823)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
93829915,22701445,Myrmotherula surinamensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Myrmotherula,surinamensis,,,,"(Gmelin, 1788)",Vulnerable,A3c,3.1,Stable,Global
93831090,22701466,Epinecrophylla gutturalis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Epinecrophylla,gutturalis,,,,"(Sclater &amp; Salvin, 1881)",Near Threatened,A3c,3.1,Decreasing,Global
93833504,22701514,Myrmotherula minor,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Myrmotherula,minor,,,,"Salvadori, 1864",Vulnerable,"A2c+3c+4c;B1ab(i,ii,iii,iv,v);C2a(i)",3.1,Decreasing,Global
93834232,22701524,Myrmotherula unicolor,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Myrmotherula,unicolor,,,,"(Ménétries, 1835)",Near Threatened,A2c+3c+4c; C1+2a(i),3.1,Decreasing,Global
93834692,22701533,Myrmotherula urosticta,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Myrmotherula,urosticta,,,,"(Sclater, 1857)",Vulnerable,C2a(i),3.1,Decreasing,Global
93838549,22701592,Formicivora iheringi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Formicivora,iheringi,,,,"Hellmayr, 1909",Near Threatened,"A2c+3c+4c;B1ab(i,ii,iii,v);C2a(i)",3.1,Decreasing,Global
93839406,22701605,Formicivora erythronotos,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Formicivora,erythronotos,,,,"Hartlaub, 1852",Endangered,"B1ab(i,ii,iii,v)",3.1,Decreasing,Global
93843694,22701677,Cercomacra ferdinandi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Cercomacra,ferdinandi,,,,"Snethlage, 1928",Vulnerable,A2c+3c+4c,3.1,Decreasing,Global
93845126,22701703,Pyriglena atra,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Pyriglena,atra,,,,"(Swainson, 1825)",Endangered,A2c+3c+4c;C2a(i),3.1,Decreasing,Global
93845408,22701706,Rhopornis ardesiacus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Rhopornis,ardesiacus,,,,"(Wied, 1831)",Endangered,"B1ab(i,ii,iii,iv,v);C2a(i)",3.1,Decreasing,Global
93845950,22701720,Myrmoborus lugubris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Myrmoborus,lugubris,,,,"(Cabanis, 1847)",Vulnerable,A3c,3.1,Decreasing,Global
93846368,22701726,Myrmoborus melanurus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Myrmoborus,melanurus,,,,"(Sclater & Salvin, 1866)",Vulnerable,A3c,3.1,Decreasing,Global
93848444,22701776,Myrmoborus lophotes,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Myrmoborus,lophotes,,,,"(Hellmayr &amp; Seilern, 1914)",Near Threatened,A3c,3.1,Decreasing,Global
93853749,22701901,Rhegmatorhina hoffmannsi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Rhegmatorhina,hoffmannsi,,,,"(Hellmayr, 1907)",Near Threatened,A3c,3.1,Decreasing,Global
93854116,22701907,Rhegmatorhina gymnops,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Rhegmatorhina,gymnops,,,,"Ridgway, 1888",Vulnerable,A3c,3.1,Decreasing,Global
93859241,22702085,Cinclodes pabsti,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Cinclodes,pabsti,,,,"Sick, 1969",Near Threatened,"A3c; B1ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
93864388,22702196,Leptasthenura setaria,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Leptasthenura,setaria,,,,"(Temminck, 1824)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
93868526,22702317,Synallaxis infuscata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Synallaxis,infuscata,,,,"Pinto, 1950",Endangered,"B1ab(i,ii,iii,iv); C2a(i)",3.1,Decreasing,Global
93869265,22702328,Synallaxis cabanisi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Synallaxis,cabanisi,,,,"Berlepsch & Leverkühn, 1890",Near Threatened,A3c,3.1,Decreasing,Global
93871445,22702363,Synallaxis cherriei,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Synallaxis,cherriei,,,,"Gyldenstolpe, 1930",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
93876252,22702461,Cranioleuca muelleri,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Cranioleuca,muelleri,,,,"Hellmayr, 1911",Endangered,A3c,3.1,Decreasing,Global
93881405,22702588,Thripophaga macroura,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Thripophaga,macroura,,,,"(Wied, 1821)",Vulnerable,"B1ab(i,ii,iii,iv,v);C2a(i)",3.1,Decreasing,Global
93884005,22702639,Clibanornis dendrocolaptoides,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Clibanornis,dendrocolaptoides,,,,"(Pelzeln, 1859)",Near Threatened,A2c+3c+4c;C2a(i),3.1,Decreasing,Global
93884313,22702642,Spartonoica maluroides,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Spartonoica,maluroides,,,,"(D'Orbigny & Lafresnaye, 1837)",Near Threatened,C1+2a(i),3.1,Decreasing,Global
93891938,22702843,Anabacerthia amaurotis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Anabacerthia,amaurotis,,,,"(Temminck, 1823)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
93893083,22702872,Syndactyla ucayalae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Syndactyla,ucayalae,,,,"(Chapman, 1928)",Near Threatened,C2a(i),3.1,Decreasing,Global
93897178,22702968,Sclerurus albigularis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Sclerurus,albigularis,,,,"Sclater & Salvin, 1869",Near Threatened,A3c,3.1,Stable,Global
93902845,22703071,Xiphocolaptes falcirostris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Xiphocolaptes,falcirostris,,,,"(Spix, 1824)",Vulnerable,A2c+3c+4c;C2a(i),3.1,Decreasing,Global
93903544,22703085,Dendrocolaptes hoffmannsi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FURNARIIDAE,Dendrocolaptes,hoffmannsi,,,,"Hellmayr, 1909",Vulnerable,A3c,3.1,Decreasing,Global
93909253,22703203,Formicarius rufifrons,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,FORMICARIIDAE,Formicarius,rufifrons,,,,"Blake, 1957",Near Threatened,B1ab(iii);C2a(i),3.1,Decreasing,Global
93918357,22703349,Hylopezus ochroleucus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,GRALLARIIDAE,Hylopezus,ochroleucus,,,,"(Wied, 1831)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
93924429,22703471,Psilorhamphus guttatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,RHINOCRYPTIDAE,Psilorhamphus,guttatus,,,,"(Ménétries, 1835)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
